Id_Equipament,Nom_Equipament,Tipus_Equipament,Te_Subseus,Id_Seu_Principal,Es_subseu_de,Es_seu_principal,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Entitat,Notes_Equipament,Latitud,Longitud
98,"Biblioteca Horta - Can Mariner","Biblioteques de Barcelona",NO,,,1,07,Horta-Guinardó,43,Horta,"Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.431105502,2.160733590
107,"Biblioteca Ignasi Iglésias - Can Fabra","Biblioteques de Barcelona",NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.434481450,2.190871493
94,"Biblioteca Jaume Fuster","Biblioteques de Barcelona",NO,,,1,06,Gràcia,28,"Vallcarca i els Penitents","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.407459888,2.149757498
83,"Biblioteca Joan Miró","Biblioteques de Barcelona",NO,,,1,02,Eixample,09,"la Nova Esquerra de l'Eixample","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.378816801,2.149230361
108,"Biblioteca La Sagrera - Marina Clotet","Biblioteques de Barcelona",NO,,,1,09,"Sant Andreu",61,"la Sagrera","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.425875519,2.193764263
91,"Biblioteca Les Corts - Miquel Llongueras","Biblioteques de Barcelona",NO,,,1,04,"Les Corts",20,"la Maternitat i Sant Ramon","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.377777960,2.121760828
101,"Biblioteca Les Roquetes - Rafa Juncadella","Biblioteques de Barcelona",NO,,,1,08,"Nou Barris",50,"les Roquetes","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.445371792,2.177103706
99,"Biblioteca Montbau - Albert Pérez Baró","Biblioteques de Barcelona",NO,,,1,07,Horta-Guinardó,40,Montbau,"Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.429553532,2.142195427
403,"Biblioteca Montserrat Abelló","Biblioteques de Barcelona",NO,,,1,04,"Les Corts",19,"les Corts","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona","Biblioteca inaugurada el 26 de gener de 2018.",41.383722,2.1352722
102,"Biblioteca Nou Barris - Aurora Díaz Plaja ","Biblioteques de Barcelona",NO,,,1,08,"Nou Barris",48,"la Guineueta","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.436813681,2.171212448
88,"Biblioteca Poble Sec - Francesc Boix","Biblioteques de Barcelona",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.373921824,2.164025015
109,"Biblioteca Poblenou - Manuel Arranz","Biblioteques de Barcelona",NO,,,1,10,"Sant Martí",68,"el Poblenou","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.401373426,2.204525705
113,"Biblioteca Pública Arús","Arxius i biblioteques patrimonials",NO,,,1,02,Eixample,05,"el Fort Pienc","Ajuntament de Barcelona","Biblioteca Pública Arús",,41.392937252,2.178563570
110,"Biblioteca Ramon d'Alòs-Moner","Biblioteques de Barcelona",NO,,,1,10,"Sant Martí",70,"el Besòs i el Maresme","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.416309274,2.211483280
84,"Biblioteca Sagrada Família - J. M. Ainaud de Lasarte","Biblioteques de Barcelona",NO,,,1,02,Eixample,06,"la Sagrada Família","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.4055771,2.176118
85,"Biblioteca Sant Antoni - Joan Oliver","Biblioteques de Barcelona",NO,,,1,02,Eixample,10,"Sant Antoni","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.377384776,2.162778079
365,"Biblioteca Sant Gervasi - Joan Maragall","Biblioteques de Barcelona",NO,,,1,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.4059495,2.136064
80,"Biblioteca Sant Pau - Santa Creu","Biblioteques de Barcelona",NO,,,1,01,"Ciutat Vella",01,"el Raval","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.381057326,2.169793857
498,"Biblioteca Sarrià ¿ J. V. Foix","Biblioteques de Barcelona",NO,,,1,05,"Sarrià-Sant Gervasi",23,Sarrià,"Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.40005245777652,2.1220936667666024
86,"Biblioteca Sofia Barat","Biblioteques de Barcelona",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.394674294,2.171504480
210,"Biblioteca Trinitat Vella - José Barbero","Biblioteques de Barcelona",NO,,,1,09,"Sant Andreu",57,"la Trinitat Vella","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.449283144,2.190748711
195,"Biblioteca Vallcarca i els Penitents - M. Antonieta Cot","Biblioteques de Barcelona",NO,,,1,06,Gràcia,28,"Vallcarca i els Penitents","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.420008234,2.139657303
89,"Biblioteca Vapor Vell","Biblioteques de Barcelona",NO,,,1,03,Sants-Montjuïc,18,Sants,"Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.376897256,2.134733614
95,"Biblioteca Vila de Gràcia - Rosa M. Arquimbau","Biblioteques de Barcelona",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.401467067,2.158213802
103,"Biblioteca Vilapicina i la Torre Llobeta - Carmen Laforet","Biblioteques de Barcelona",NO,,,1,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.426885098,2.176452383
112,"Biblioteca Xavier Benguerel","Biblioteques de Barcelona",NO,,,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.392407385,2.197710107
104,"Biblioteca Zona Nord - Mària Sánchez","Biblioteques de Barcelona",NO,,,1,08,"Nou Barris",54,"Torre Baró","Ajuntament de Barcelona","Consorci de Biblioteques de Barcelona",,41.461237425,2.179875786
168,"Bikini Barcelona","Sales de música en viu",NO,,,1,04,"Les Corts",19,"les Corts","Titularitat privada",Bikini,,41.389714424,2.135380995
337,"Boliche Cinemes",Cinemes,NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Titularitat privada","Boliche Cinemes",,41.395305248,2.153688873
338,"Bosque Multicines",Cinemes,NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Edificios y Espectáculos. Grup Balañá","L'any 2021, la sala 9 d'aquest cinema es converteix en una sala d'arts escèniques.",41.401366050,2.151704124
60,CaixaForum,"Centres d'exposicions",NO,,,1,03,Sants-Montjuïc,14,"la Font de la Guatlla","Titularitat privada","Fundació Bancària Caixa d'Estalvis i Pensions de Barcelona, ""la Caixa""",,41.371294526,2.149575441
39,"Can Framis. Fundació Vila Casas","Museus i col·leccions",NO,,,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Titularitat privada","Fundació Vila Casas",,41.402912812,2.194947848
448,"Casa Amatller","Espais d'interès patrimonial",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Fundació Institut Ametller Art Hispànic",,41.3913381,2.16468108
55,"Casa Batlló","Espais d'interès patrimonial",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Casa Batlló",,41.3916967,2.1649608
53,"Casa Museu Gaudí","Espais d'interès patrimonial",NO,,,1,06,Gràcia,30,"la Salut","Titularitat privada","Fundació Junta Constructora del Temple Expiatori de la Sagrada Família",,41.414781293,2.155046761
437,"Casa Vicens","Espais d'interès patrimonial",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Casa Vicens Gaudí",,41.4036093,2.1512308
412,"Casal Catòlic de Sant Andreu",Ateneus,NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Titularitat privada","Casal Catòlic de Sant Andreu",,41.4355276,2.1864693999999645
413,"Casino l'Aliança del Poblenou",Ateneus,NO,,,1,10,"Sant Martí",68,"el Poblenou","Titularitat privada","Fundació Privada Casino l'Aliança del Poble Nou   ",,41.3997932,2.203171999999995
54,"Castell de Montjuïc","Museus i col·leccions",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.3675648,2.1685315
452,Ceferino,"Sales de música en viu",NO,,,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Titularitat privada","Bar Ceferino",,41.3969535,2.1911669
430,"Centre Artesà Tradicionàrius. CAT","Sales de música en viu",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Ajuntament de Barcelona","Assoc. Cultural per a la Tradició Musical TRAM",,41.4023522,2.1544427
414,"Centre Catòlic de Sants",Ateneus,NO,,,1,03,Sants-Montjuïc,18,Sants,"Titularitat privada","Centre Catòlic de Sants",,41.3743832,2.1348557999999684
255,"Centre Cívic Ateneu Fort Pienc","Centres cívics",NO,,,1,02,Eixample,05,"el Fort Pienc","Ajuntament de Barcelona","Calaix de Cultura",,41.395557419,2.182446362
187,"Centre Cívic Barceloneta","Centres cívics",NO,,,1,01,"Ciutat Vella",03,"la Barceloneta","Ajuntament de Barcelona",PROGESS,,41.380269123,2.192300790
291,"Centre Cívic Baró de Viver","Centres cívics",NO,,,1,09,"Sant Andreu",58,"Baró de Viver","Ajuntament de Barcelona","La Puça Espectacles",,41.448391924,2.199921143
292,"Centre Cívic Bon Pastor","Centres cívics",NO,,,1,09,"Sant Andreu",59,"el Bon Pastor","Ajuntament de Barcelona","Calaix de Cultura",,41.434780211,2.204911796
287,"Centre Cívic Can Basté","Centres cívics",NO,,,1,08,"Nou Barris",46,"el Turó de la Peira","Ajuntament de Barcelona","Turó Acció Social Cultural (TASC)",,41.430458546,2.173212158
272,"Centre Cívic Can Castelló","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Ajuntament de Barcelona","Esport3 Serveis Alternatius",,41.399005576,2.140162970
429,"Centre Cívic Can Clariana Cultural","Centres cívics",NO,,,1,09,"Sant Andreu",62,"el Congrés i els Indians","Ajuntament de Barcelona","Assoc. de Veins del Barri del Congrés-Indians",,41.4275181,2.178412
268,"Centre Cívic Can Deu","Centres cívics",NO,,,1,04,"Les Corts",19,"les Corts","Ajuntament de Barcelona","Club Lleuresport",,41.386760961,2.132502076
297,"Centre Cívic Can Felipa","Centres cívics",NO,,,1,10,"Sant Martí",68,"el Poblenou","Ajuntament de Barcelona",PROGESS,,41.404013272,2.201386526
288,"Centre Cívic Can Verdaguer","Centres cívics",NO,,,1,08,"Nou Barris",45,Porta,"Ajuntament de Barcelona","Club Lleuresport",,41.433977414,2.179080278
261,"Centre Cívic Casa del Rellotge","Centres cívics",NO,,,1,03,Sants-Montjuïc,13,"la Marina de Port","Ajuntament de Barcelona","Unió d'Entitats de la Marina",,41.357544067,2.141389922
256,"Centre Cívic Casa Golferichs","Centres cívics",NO,,,1,02,Eixample,09,"la Nova Esquerra de l'Eixample","Ajuntament de Barcelona","Calaix de Cultura",,41.380813341,2.156392101
282,"Centre Cívic Casa Groga","Centres cívics",NO,,,1,07,Horta-Guinardó,39,"Sant Genís dels Agudells","Ajuntament de Barcelona","QSL Serveis Culturals",,41.426863420,2.137450112
273,"Centre Cívic Casa Orlandai","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",23,Sarrià,"Ajuntament de Barcelona","Assoc. Cultural Casa Orlandai",,41.398330273,2.124656447
262,"Centre Cívic Casinet d'Hostafrancs","Centres cívics",NO,,,1,03,Sants-Montjuïc,15,Hostafrancs,"Ajuntament de Barcelona","Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",,41.377824558,2.143204273
252,"Centre Cívic Convent de Sant Agustí","Centres cívics",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Ajuntament de Barcelona","Trànsit Projectes",,41.387391384,2.181711349
257,"Centre Cívic Cotxeres Borrell","Centres cívics",NO,,,1,02,Eixample,10,"Sant Antoni","Ajuntament de Barcelona","Trànsit Projectes",,41.375908694,2.163176076
263,"Centre Cívic Cotxeres de Sants","Centres cívics",NO,,,1,03,Sants-Montjuïc,18,Sants,"Ajuntament de Barcelona","Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",,41.375264199,2.136876024
298,"Centre Cívic del Besòs i el Maresme","Centres cívics",NO,,,1,10,"Sant Martí",70,"el Besòs i el Maresme","Ajuntament de Barcelona","Tasca, projectes animació sociocultural ",,41.416306001,2.211478868
253,"Centre Cívic Drassanes","Centres cívics",NO,,,1,01,"Ciutat Vella",01,"el Raval","Ajuntament de Barcelona",PROGESS,,41.377644996,2.172852395
283,"Centre Cívic El Carmel","Centres cívics",NO,,,1,07,Horta-Guinardó,37,"el Carmel","Ajuntament de Barcelona","QSL Serveis Culturals",,41.420263994,2.151191237
280,"Centre Cívic El Coll - La Bruguera","Centres cívics",NO,,,1,06,Gràcia,29,"el Coll","Ajuntament de Barcelona","Calaix de Cultura",,41.418579055,2.149896871
264,"Centre Cívic El Sortidor","Centres cívics",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Calaix de Cultura",,41.372066797,2.162531728
265,"Centre Cívic Font de la Guatlla","Centres cívics",NO,,,1,03,Sants-Montjuïc,14,"la Font de la Guatlla","Ajuntament de Barcelona","Assoc. de Veïns Font de la Guatlla-Magòria",,41.370560397,2.147508546
284,"Centre Cívic Guinardó","Centres cívics",NO,,,1,07,Horta-Guinardó,35,"el Guinardó","Ajuntament de Barcelona",PROGESS,,41.416056397,2.173322891
269,"Centre Cívic Joan Oliver - Pere Quart","Centres cívics",NO,,,1,04,"Les Corts",20,"la Maternitat i Sant Ramon","Ajuntament de Barcelona","Club Lleuresport",,41.379302926,2.127757703
271,"Centre Cívic Josep M. Trias i Peitx","Centres cívics",NO,,,1,04,"Les Corts",20,"la Maternitat i Sant Ramon","Ajuntament de Barcelona","Club Lleuresport",,41.377780128,2.121762772
275,"Centre Cívic l'Elèctric","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Ajuntament de Barcelona","Calaix de Cultura",,41.419137960,2.097871834
266,"Centre Cívic La Cadena","Centres cívics",NO,,,1,03,Sants-Montjuïc,13,"la Marina de Port","Ajuntament de Barcelona","Unió d'Entitats de la Marina",,41.364156288,2.139067245
293,"Centre Cívic La Sagrera - La Barraca","Centres cívics",NO,,,1,09,"Sant Andreu",61,"la Sagrera","Ajuntament de Barcelona","Club Lleuresport",,41.423942321,2.189139414
281,"Centre Cívic La Sedeta","Centres cívics",NO,,,1,06,Gràcia,32,"el Camp d'en Grassot i Gràcia Nova","Ajuntament de Barcelona","Relleu Cultural",,41.405548940,2.167665468
286,"Centre Cívic Matas i Ramis","Centres cívics",NO,,,1,07,Horta-Guinardó,43,Horta,"Ajuntament de Barcelona","Ajuntament de Barcelona",,41.432755073,2.160711473
294,"Centre Cívic Navas","Centres cívics",NO,,,1,09,"Sant Andreu",63,Navas,"Ajuntament de Barcelona","Club Lleuresport",,41.416904706,2.184919133
299,"Centre Cívic Parc Sandaru","Centres cívics",NO,,,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Ajuntament de Barcelona","Tasca, projectes animació sociocultural ",,41.391718569,2.184755119
254,"Centre Cívic Pati Llimona","Centres cívics",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Ajuntament de Barcelona","Trànsit Projectes",,41.381635545,2.179176281
276,"Centre Cívic Pere Pruna","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Ajuntament de Barcelona","Calaix de Cultura",,41.403181601,2.131302875
259,"Centre Cívic Sagrada Família","Centres cívics",NO,,,1,02,Eixample,06,"la Sagrada Família","Ajuntament de Barcelona","Trànsit Projectes",,41.405380126,2.176760148
295,"Centre Cívic Sant Andreu","Centres cívics",NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Ajuntament de Barcelona",,41.430852888,2.189400581
300,"Centre Cívic Sant Martí","Centres cívics",NO,,,1,10,"Sant Martí",72,"Sant Martí de Provençals","Ajuntament de Barcelona","Trànsit Projectes",,41.416622171,2.198563813
277,"Centre Cívic Sarrià","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",23,Sarrià,"Ajuntament de Barcelona","QSL Serveis Culturals",,41.393871979,2.121163587
285,"Centre Cívic Teixonera","Centres cívics",NO,,,1,07,Horta-Guinardó,38,"la Teixonera","Ajuntament de Barcelona","QSL Serveis Culturals",,41.422637884,2.144554558
270,"Centre Cívic Tomasa Cuevas - Les Corts","Centres cívics",NO,,,1,04,"Les Corts",19,"les Corts","Ajuntament de Barcelona",PROGESS,,41.384783744,2.128318397
289,"Centre Cívic Torre Llobeta","Centres cívics",NO,,,1,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Ajuntament de Barcelona","Esport3 Serveis Alternatius",,41.426896898,2.173951442
296,"Centre Cívic Trinitat Vella","Centres cívics",NO,,,1,09,"Sant Andreu",57,"la Trinitat Vella","Ajuntament de Barcelona","Calaix de Cultura",,41.451618627,2.191189600
260,"Centre Cívic Urgell","Centres cívics",NO,,,1,02,Eixample,09,"la Nova Esquerra de l'Eixample","Ajuntament de Barcelona","Calaix de Cultura",,41.386861397,2.152032146
278,"Centre Cívic Vallvidrera - Vázquez Montalbán","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Ajuntament de Barcelona","Calaix de Cultura",,41.415364217,2.102530794
279,"Centre Cívic Vil·la Florida","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Ajuntament de Barcelona","QSL Serveis Culturals",,41.405337410,2.135294028
447,"Centre Cívic Vil·la Urània","Centres cívics",NO,,,1,05,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Ajuntament de Barcelona","Trànsit Projectes",,41.3986429,2.14276
290,"Centre Cívic Zona Nord","Centres cívics",NO,,,1,08,"Nou Barris",55,"Ciutat Meridiana","Ajuntament de Barcelona","Trànsit Projectes",,41.461113806,2.177397304
449,"Centre Comarcal Lleidatà",Ateneus,NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Centre Comarcal Lleidatà",,41.3863747,2.1646697
267,"Centre Cultural Albareda","Centres cívics",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Calaix de Cultura",,41.373999934,2.173269239
438,"Centre Cultural els Catalanistes",Ateneus,NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Titularitat privada","Centre Cultural Els Catalanistes",,41.432009,2.1913912
428,"Centre Cultural Els Propis",Ateneus,NO,,,1,08,"Nou Barris",51,Verdun,"Titularitat privada","Centre Cultural Els Propis",,41.4452378,2.1789977
258,"Centre Cultural La Casa Elizalde","Centres cívics",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Ajuntament de Barcelona","Calaix de Cultura",,41.394483818,2.165880676
301,"Centre Cultural la Farinera del Clot","Centres cívics",NO,,,1,10,"Sant Martí",65,"el Clot","Ajuntament de Barcelona","Fed. Entitats Clot Camp Arpa",,41.404913599,2.188442671
415,"Centre Cultural Sant Vicenç de Sarrià",Ateneus,NO,,,1,05,"Sarrià-Sant Gervasi",23,Sarrià,"Titularitat privada","Centre Cultural Sant Vicenç de Sarrià",,"41.400585 ",2.1207044000000224
461,"Centre d'Imatgeria Festiva de Sant Martí - Can Sal","Cases de la Festa",NO,,,1,10,"Sant Martí",68,"el Poblenou","Ajuntament de Barcelona","Assoc. de la Imatgeria Festiva del Poblenou",,41.40157412252128,2.2045472261774126
57,"Centre de Cultura Contemporània de Barcelona. CCCB","Centres d'exposicions",NO,,,1,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència administracions públiques","Centre de Cultura Contemporània de Barcelona (CCCB)",,41.383883057,2.166795152
460,"Centre de Cultura Popular de Sant Andreu","Cases de la Festa",NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Ajuntament de Barcelona",,41.440796263112944,2.1877800550148336
250,"Centre de Doc. i Museu de les Arts Escèniques","Arxius i biblioteques patrimonials",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Altres administracions públiques","Diputació de Barcelona",,41.370647908,2.157431333
416,"Centre Moral i Cultural del Poblenou",Ateneus,NO,,,1,10,"Sant Martí",68,"el Poblenou","Titularitat privada","Centre Moral i Cultural del Poblenou",,"41.401115 ",2.200169800000026
417,"Centre Moral i Instructiu de Gràcia",Ateneus,NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Centre Moral Instructiu de Gràcia",,41.4010837,2.15471320000006
418,"Centre Sant Pere 1892",Ateneus,NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Centre Sant Pere Apòstol",,41.3881272,2.1762837999999647
419,"Cercle Catòlic de Gràcia",Ateneus,NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Cercle Catòlic de Gràcia",,41.4037318,2.152953000000025
339,"Cinema Maldà",Cinemes,NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada","Mònica Escrivà i Pedrol",,41.383570271,2.173149870
340,"Cinemes Girona",Cinemes,NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Cinemes Girona",,41.399596039,2.164612168
343,"Cinesa Diagonal",Cinemes,NO,,,1,05,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Titularitat privada","Cinesa Compañía de Iniciativas y Espectáculos",,41.394268940,2.137358643
344,"Cinesa Diagonal Mar",Cinemes,NO,,,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Titularitat privada","Cinesa Compañía de Iniciativas y Espectáculos",,41.410974400,2.218580826
342,"Cinesa La Maquinista",Cinemes,NO,,,1,09,"Sant Andreu",59,"el Bon Pastor","Titularitat privada","Cinesa Compañía de Iniciativas y Espectáculos",,41.442744917,2.200222125
471,"Cinesa Som Multiespai",Cinemes,NO,,,1,08,"Nou Barris",45,Porta,"Titularitat privada","Cinesa Compañía de Iniciativas y Espectáculos",,41.43544,2.18078
123,Coliseum,"Sales d'arts escèniques",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Edificios y Espectáculos. Grup Balañá",,41.388275,2.166088
47,CosmoCaixa,"Museus i col·leccions",NO,,,1,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Titularitat privada","Fundació Bancària Caixa d'Estalvis i Pensions de Barcelona, ""la Caixa""",,41.413267367,2.130658424
457,"Dau al Sec","Sales d'arts escèniques",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada","Eix 49",,41.3713037,2.1648109
4,"DHub / Museu del Disseny","Museus i col·leccions",SI,,,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona","2/12/2008: el Museu de les Arts Decoratives, el Museu Tèxtil i el Museu de Ceràmica es van constituir com el nou Disseny Hub Barcelona; 2009-2012: el Disseny Hub Barcelona va desenvolupar la seva activitat a les seus del carrer Montcada i del Palau de Pedralbes; 2012: les seus de Montcada i Pedralbes van tancar per preparar trasllat a un nou edifici a la plaça de les Glòries; 13/12/2014: s'inaugura el Disseny Hub Barcelona - Museu del Disseny al nou edifici de la plaça de les Glòries; 2024: el DHub es posiciona com el centre neuràlgic del disseny, l¿arquitectura, l¿audiovisual, la tecnologia, el videojoc i la innovació i és la seu del Museu del Disseny de Barcelona.",41.4025295461622,2.1880652060461467
200,"DHub. Casa Bloc","Museus i col·leccions",NO,4,"DHub / Museu del Disseny",0,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.440944620,2.190335733
396,Diobar,"Sales de música en viu",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Profedia Central",,41.3855443,2.185382
125,"Eixample Teatre","Sales d'arts escèniques",NO,,,1,02,Eixample,08,"l'Antiga Esquerra de l'Eixample","Titularitat privada","Eixample Teatre, Magiajunior-83",,41.385343,2.155808
238,"El Born Centre de Cultura i Memòria","Museus i col·leccions",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.385641483,2.183568044
140,"El Maldà","Sales d'arts escèniques",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada",Marfúrius,,41.383570271,2.173149870
124,"El Molino","Sales de música en viu",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Barcelona Events Musicals",,41.374517759963254,2.167227381695062
443,"El Paraigua","Sales de música en viu",NO,,,1,01,"Ciutat Vella",02,"el Barri Gòtic","Titularitat privada",FESVI,,41.3819109,2.1767686
135,"El Victòria","Sales d'arts escèniques",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada","Gesteatral del Vallès",,41.374778065,2.169244522
462,"Espai Albert Musons","Cases de la Festa",NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Ajuntament de Barcelona","Ajuntament de Barcelona",,41.406272949756136,2.156592268505591
386,"Espai Bombers Parc de la Prevenció","Museus i col·leccions",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Ajuntament de Barcelona","Ajuntament de Barcelona",,41.373639,2.1543788
482,"Espai Salvadiscos","Sales de música en viu",NO,,,1,03,Sants-Montjuïc,11,"el Poble Sec","Titularitat privada","Assoc. Cultural Salvadiscos",,41.37373,2.15617
383,"Espai Texas",Cinemes,NO,,,1,06,Gràcia,31,"la Vila de Gràcia","Titularitat privada","Cinema Illa Mesina SL i Teatre Texas SL","El 2023 va tornar a obrir aquest espai amb dues sales de cinema i una nova sala teatral de 200 localitats.",41.402039,2.163669
231,"Espais VolART i VolART2. Fundació Vila Casas","Centres d'exposicions",NO,,,1,02,Eixample,07,"la Dreta de l'Eixample","Titularitat privada","Fundació Vila Casas",,41.390963134,2.175293998
397,"Euskal Etxea","Sales de música en viu",NO,,,1,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Titularitat privada","Centre Cultural Euskal Etxea Barcelona",,41.3845051,2.1819542
226,"Fabra i Coats - Centre d'Art Contemporani","Centres d'exposicions",NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.433762956,2.190815632
303,"Fabra i Coats - Fàbrica de Creació","Fàbriques de Creació",NO,,,1,09,"Sant Andreu",60,"Sant Andreu","Ajuntament de Barcelona","Institut de Cultura. Ajuntament de Barcelona",,41.433558800,2.191379525
363,"Filmoteca de Catalunya",Cinemes,NO,,,1,01,"Ciutat Vella",01,"el Raval","Altres administracions públiques","Institut Català de les Empreses Culturals (ICEC). Generalitat de Catalunya",,41.3784206,2.1712328
420,"Foment Hortenc",Ateneus,NO,,,1,07,Horta-Guinardó,43,Horta,"Titularitat privada","Assoc. Foment Hortenc",,41.4309732,2.1594603999999435
